SECTOR,SHELF,REEF_NAME,REEF_ID,YEAR_CODE,REEF_YEAR_CODE_ID,LATITUDE,LONGITUDE,P_CODE,VISIT_NO,REPORT_YEAR,SAMPLE_DATE,SAMPLE_YEAR,SAMPLE_MONTH,TEMPERATURE,TEMPERATURE_YEAR_AVE,MEDIAN_LIVE_CORAL,MEDIAN_SOFT_CORAL,MEDIAN_DEAD_CORAL,MEAN_LIVE_CORAL,MEAN_SOFT_CORAL,MEAN_DEAD_CORAL,TOTAL_COTS,TOWS,MEAN_COTS_PER_TOW,TOTAL_TROUT,MEAN_TROUT_PER_TOW,SITE_NO,SITE_LATITUDE,SITE_LONGITUDE,SITE_SAMPLE_DATE,ALGAE_COVER,HARD_CORAL_COVER,SOFT_CORAL_COVER,OTHER_COVER
WH,O,BORDER ISLAND REEF (NO 1),23051S,199928,19207S201617,-11.025,151.757341,RM,18,1999,7/08/2001,2003,9,31,25.2,24.855,2.55,2.44,11.343,0.404,2.35,2,16,0,0,0.022121124,3,-16.575873,149.642414,13/09/2013,25.07,17.02,0.6,9.52
TO,M,13124S,23079S,200159,20351A201718,-18.205511,147.254144,RAP,29,2019,21/04/2012,2001,4,31.7,28.6,7.349,2.53,2.49,3.241,3.136,1.252,0,20,0,1,0.629130283,1,-18.882743,146.347896,27/01/2019,66.62,9.68,0.27,6.23
CL,O,AGINCOURT REEFS (NO 1),23048S,201117,21062S200506,-21.143506,149.188538,RM,25,2010,21/01/2010,2002,4,31.8,26.5,25.835,2.59,2.47,17.019,15.621,1.621,3,27,0,1,0.022208266,1,-22.989526,149.874721,7/12/1997,26.2,27.69,41.42,22.35
SW,O,EAST CAY REEF,18065S,200748,14137S201213,-20.668537,151.641618,RAP,23,2014,28/11/2011,2014,6,32.4,25.2,8.606,2.45,2.45,15.191,8.039,1.544,4,106,0,79,0.817542356,3,-23.869035,151.962241,11/11/2006,27.97,21,0.87,2.06
CA,O,REBE REEF,21572S,201068,18034S199798,-14.402538,149.615463,RM,18,2014,19/10/2012,2004,2,27.9,26.4,15.212,0.07,2.47,3.451,30.896,1.439,1,90,0.032,0,0,3,-19.817363,145.005284,13/02/2002,25.16,7.53,17.16,19.64
CB,M,CORBETT REEF,14138S,200316,16049S199495,-16.2331,146.563555,RM,23,2008,9/12/2005,2004,12,31,29,25.496,2.59,2.46,30.071,2.759,1.115,3,82,0,0,0.397556091,2,-21.70811,149.330227,26/11/2019,30.82,31.35,12.88,10.96
CA,M,HAVANNAH REEF,16068S,202021,11016S201920,-15.684983,145.544237,RM,25,2014,24/11/1999,2013,5,28.5,29.8,8.21,2.39,0,6.382,8.68,0.358,1,101,0,10,0,1,-14.708712,145.448429,5/12/2020,59.74,4.63,0.28,3.73
WH,M,21062S,14138S,200613,18034S199899,-23.538529,148.812965,RM,3,1998,26/11/2013,2012,3,28.9,25.7,25.956,2.36,0,22.123,2.12,2.21,3,22,0,1,0,1,-19.187077,150.00507,29/05/2019,35.51,21.41,1.37,11.42
CL,I,HAVANNAH REEF,16068S,200458,23082S201920,-14.197706,145.332067,RM,25,2019,20/10/1998,2018,11,32.4,29.4,9.087,2.57,0,6.373,3.233,1.107,2,33,0.04,1,0,2,-16.423701,145.25283,24/10/2002,49.55,20.95,9.78,7.21
SW,O,THETFORD REEF,21529S,201541,22102S200001,-21.993998,147.119677,RM,29,2012,7/05/2005,2016,9,24.8,29.3,2.745,2.35,2.45,25.926,3.564,0.73,2,64,0,0,0.218377689,1,-17.423565,147.292492,27/01/2019,94.14,2.39,9.16,6.33
WH,O,AGINCOURT REEFS (NO 1),14126S,199989,18086S201213,-19.521623,148.918398,RM,4,2013,21/02/2004,1998,3,25.7,28.9,15.851,2.44,1.28,47.855,0.144,2.471,1,21,0,0,0.019188853,1,-19.696172,149.132613,11/03/2000,11.27,11.26,17.36,34.64
SW,M,GRUB REEF(18077),22088S,201908,16049S200405,-15.918307,145.375727,RMRAP,26,2015,5/12/1997,2020,7,32.2,29.1,8.121,2.5,2.49,3.741,5.072,0.795,102,26,0,2,0.709006745,1,-14.230321,145.231864,24/02/2020,84.63,11.86,2.96,2.55
CB,O,MACKAY REEF,21296S,201172,23080S201516,-22.796148,151.967561,RAP,15,2010,5/08/2001,2014,8,21.5,25.9,25.679,2.46,2.42,47.41,3.163,1.297,1,35,0,31,1.301744806,1,-22.07573,151.881343,11/11/2006,77.46,39.35,0.83,3.35
PO,I,WRECK ISLAND REEF,14116S,202021,23082S201920,-16.253569,145.233787,RAP,27,2014,14/01/2006,2002,10,32.8,28.7,5.423,2.37,0,2.5,4.674,0.204,0,122,0.015,2,0.463561607,3,-13.722433,145.539634,27/01/2019,56.02,1.51,6.85,4.95
CA,O,TAYLOR REEF,22102S,202021,16068S201819,-14.180356,151.395918,RAP,26,2016,29/11/2010,2015,3,29.3,27.4,15.227,2.58,2.49,6.009,7.523,0.922,2,38,0,53,0.24118106,2,-18.32017,143.25005,7/03/2006,16.17,72.14,2.08,6.73
WH,M,SLATE REEF,22088S,199818,18086S201213,-16.103842,145.711591,RM,5,2009,13/10/1997,1996,11,31.9,26.1,25.569,0,0,27.993,1.036,1.755,3,51,0,2,0.022027842,1,-16.643172,145.860595,9/02/2021,40.91,9.32,34.98,18.27
WH,O,ONE TREE REEF,16068S,199792,16025S2201415,-21.013424,151.737053,RAP,29,2012,4/09/1992,2013,1,28.7,25.8,46.743,2.43,2.47,51.689,4.564,1.148,0,109,0,1,0,3,-22.641893,152.333029,5/09/2000,13.38,33.63,1.11,6.67
SW,M,21529S,11029S,200863,12061S201819,-18.621285,152.278306,RAP,28,2013,7/05/2016,2015,5,29.1,29.1,4.49,2.5,2.45,7.123,2.518,0.689,2,34,0,2,0.694851063,1,-16.609712,146.820435,14/10/2009,31.61,22.79,0.14,4.2
IN,I,MYRMIDON REEF,23069S,201697,21060S201112,-21.456874,143.25,RAP,22,2008,5/01/2010,1997,2,24,26.3,8.466,2.6,2.46,13.083,2.66,1.773,2,60,0.047,27,0.439165578,2,-21.642974,147.569377,9/10/1998,53.13,8.81,4.54,3.17
IN,M,21278S,13124S,202021,11016S201920,-11.025,145.290101,RAP,29,2014,12/11/1994,2016,11,30.3,30.4,24.936,2.49,2.51,15.996,3.342,2.458,2,68,0.03,3,0.248886189,1,-14.300042,144.366144,5/12/2020,47.89,12.88,7.17,6.35
PO,M,THETFORD REEF,21556S,200894,23048S200809,-21.887729,151.865219,RM,26,2005,30/11/2004,2001,1,23,29,67.409,2.43,2.49,20.217,3.919,2.162,0,59,0.009,97,0.689056876,1,-14.950842,152.415105,7/12/1995,24.2,34.9,0.43,3.13
CL,O,THETFORD REEF,20019S,199726,16049S199495,-18.527152,145.689789,RM,15,2003,28/11/2004,1994,9,29.2,29,24.898,2.45,2.48,3.543,28.924,2.373,0,96,0.027,1,0,1,-16.525789,145.727088,2/05/2008,66.92,5.72,17.75,19.52
CL,O,NO NAME REEF,12061S,202021,16015S201819,-21.470387,146.79026,RM,29,2017,3/12/2007,2016,10,31.5,27.3,8.314,2.69,2.45,5.656,3.478,0,2,64,0,23,1.321897311,3,-21.465491,146.575762,9/10/1995,32.16,33.82,1.36,1.2
CA,M,EAST CAY REEF,14123S,202021,14123S200102,-13.824938,145.047281,RMRAP,21,2019,24/09/2018,2020,2,31,29.4,4.231,2.43,0,8.023,7.442,2.256,1,71,0,82,0.837033033,1,-21.80391,143.25005,13/01/2017,21.62,17.5,4.45,2.15
CA,O,21296S,18030S,202021,14138S199697,-18.492328,145.89192,RM,29,2021,17/04/2012,2017,5,30,29.4,8.883,2.51,0,6.608,3.433,0,1,85,0,7,0.608005208,2,-18.670288,147.653127,30/04/2005,75.33,4.07,0,4.49
SW,O,PEART REEF,16028S,199866,16068S199495,-21.398815,150.972651,RAP,19,2014,5/12/2013,2014,8,31.6,25.8,35.047,12.73,2.49,27.387,3.28,0.738,0,22,0,0,0.004558338,2,-16.802333,150.358231,7/12/1997,30.83,23.34,0,3.23
CA,M,ONE TREE REEF,16071S,202021,14123S199900,-20.247427,145.554563,RMRAP,24,2012,23/04/2012,2017,11,31.3,29.3,25.654,2.52,2.48,34.085,19.774,0.176,2,70,0,16,0.230794306,2,-22.082357,143.25005,14/10/2015,63.71,27.03,2.76,6.36
SW,O,FEATHER REEF,23048S,201129,16019S200506,-20.699089,152.158182,RAP,25,2013,19/01/2006,2014,11,30.8,25.8,26.745,2.51,2.44,20.313,5.248,1.093,3,36,0.029,61,1.293329419,1,-23.792546,152.299921,28/11/1997,30.42,51.56,0.42,2.56
CL,M,MOORE REEF,11016S,200200,18032S199697,-21.798469,151.804022,RAP,23,2020,16/04/1999,2013,9,24.1,25.5,25.562,2.49,2.45,6.537,3.426,2.274,4,59,0,9,0.387989974,1,-15.221717,146.955233,5/12/2007,78.04,9.22,2.58,2.51
SW,O,BROOMFIELD REEF,21572S,200416,16025S2201819,-20.549775,152.334936,RAP,14,2012,28/11/2011,2009,2,28.5,27.1,25.496,7.25,2.44,37.804,2.68,2,29,69,0,1,0.340523679,1,-21.168843,151.980236,9/09/2002,20.78,13.64,7.02,4.96
TO,O,DIP REEF,18039S,201229,12061S202021,-16.006238,144.907591,RM,27,2009,11/11/2006,2001,1,29.9,29.4,4.015,2.52,0,3.666,0,0.256,1,75,0,2,0.368280288,1,-14.643809,145.620473,13/02/2002,43.13,20.92,4.94,14.9
CA,M,21245S,18042S,201943,12056S201920,-18.275911,146.841563,RMRAP,29,2020,29/04/1999,2007,5,31,29,25.731,2.45,0,14.565,2.857,0.651,2,68,0.508,28,0.243629417,1,-18.477431,145.828279,27/01/2019,59.75,8.4,2.65,2.99
CL,M,MACGILLIVRAY REEF,16028S,202021,12061S201819,-15.872819,145.726156,RMRAP,11,2021,20/10/2003,1997,6,29.7,29.9,36.805,2.55,2.45,12.409,3.221,1.551,2,34,0,20,0.516929615,1,-12.450859,145.648907,13/01/2004,37.75,24.07,12.1,2.42
CA,M,21550S,16068S,202021,12061S201819,-21.56688,145.604616,RMRAP,20,2010,12/05/2016,2007,4,32.1,28.8,8.244,7.66,0,11.281,4.285,2.024,3,95,0,9,0.824237001,3,-16.123518,145.515799,5/02/1998,87.62,11.62,2.93,5.57
SW,M,JOHN BREWER REEF,20014S,201095,18032S199697,-11.618703,151.800713,RAP,26,2002,24/09/2018,2016,8,29.9,27.5,15.51,2.51,2.46,2.5,3.109,1.916,2,27,0,28,0.564219947,2,-21.337012,152.455755,7/03/2006,49.02,12.83,2.59,1.71
IN,O,DIP REEF,21245S,201092,21064S201516,-11.025,152.047679,RAP,17,2019,21/10/2005,2008,10,27.2,28.3,15.512,14.15,2.44,29.784,3.36,1.077,2,53,0,0,0.126877213,3,-21.912444,149.979146,24/11/1999,50.31,10.75,1.86,8.73
WH,O,HAYMAN ISLAND REEF,18042S,199907,20014S199900,-16.094253,145.279873,RM,4,2017,24/09/2001,2011,3,30.6,26.4,25.792,15.13,0,12.811,34.123,0.205,2,56,0.003,0,0,1,-19.579664,152.01354,8/01/2007,62.44,12.47,1.96,4.22
CB,O,CENTIPEDE REEF,22088S,201317,17063A200506,-21.383872,151.964352,RAP,24,2011,31/10/2003,2015,9,21.5,26.5,25.77,2.58,2.43,42.404,2.912,1.194,2,56,0,27,0.831568548,1,-21.25443,151.525312,8/09/2002,15.79,7.57,0.84,2.96
PO,M,PEART REEF,14123S,201419,16015S202021,-20.718313,152.631329,RM,27,2007,5/05/2011,2006,2,23,29.2,8.187,2.43,2.51,30.773,5.644,2.062,4,74,0,9,0.52961278,2,-17.337476,145.771421,18/10/2005,65.62,31.08,7.97,7.84
SW,O,LOW ISLANDS REEF,23082S,200086,16025S2201415,-22.902808,152.50169,RAP,15,1999,24/11/2011,2000,2,26.1,25.9,8.736,2.49,2.5,34.821,0.207,1.298,1,13,0.064,34,0,2,-23.467066,149.567928,29/10/1992,25.49,12.8,1.44,2.77
PO,M,LIZARD ISLAND,18039S,199881,20353S200708,-19.517823,145.548979,RMRAP,13,2001,1/02/1998,2015,8,29.8,26.9,15.043,2.54,1.07,19.106,6.181,0.573,1,26,0,90,0.029994655,1,-16.025727,145.676917,16/10/2006,39.77,75.68,0.01,6.26
TO,M,HASTINGS REEF,18075S,202021,11016S201920,-18.239634,146.557997,RAP,28,2016,25/04/1996,2012,4,28.3,29,3.1,2.47,0,3.96,2.149,0.758,1,93,0,11,0.097196234,1,-18.874871,147.417246,30/04/2005,85.96,1.24,1.78,3.34
TO,O,LANGFORD-BIRD REEF,19159S,199998,19209S199495,-20.696972,151.938368,RAP,6,2015,4/12/2007,2002,3,30.2,26.1,25.264,2.64,2.46,8.55,2.59,1.238,1,25,0,1,0.809361186,2,-18.833663,150.563568,25/05/1997,40.85,27.76,0.09,9.43
CB,O,ST CRISPIN REEF,21591S,200603,16019S200203,-21.623476,151.84223,RAP,21,2008,27/11/2008,2007,3,24.4,25.8,25.184,2.4,2.47,30.901,0.423,1.683,1,63,0,2,0.721889118,1,-23.446089,149.941424,9/12/1995,26.58,17.32,1.14,2.87
SW,M,21245S,14137S,200748,14114S199596,-16.205552,145.915052,RAP,24,2013,14/10/2009,2010,9,30.1,25.3,2.859,2.43,2.52,12.334,6.312,0.119,2,34,0,77,0.771786532,1,-13.844937,145.168015,7/01/2004,65.84,17.99,1.55,3.5
CB,O,HELIX REEF,16060S,200159,16015S202021,-22.840691,151.710152,RM,17,2000,9/01/2004,1998,8,31.6,26.4,15.241,2.61,2.41,28.626,18.771,0.785,4,80,0.023,1,0.007858839,1,-23.001969,148.690452,21/11/2008,43.61,22.48,17.37,14.88
SW,O,ST CRISPIN REEF,13124S,201995,14138S201819,-21.357539,147.126834,RAP,29,2016,7/05/2016,2013,12,30.8,29.1,15.418,2.44,2.52,10.258,3.055,0.593,1,32,0,12,0.637123119,3,-23.890883,143.25005,24/10/2002,78.19,19.32,7.5,9.1
WH,O,REBE REEF,16028S,200003,19131S199596,-19.567853,148.700921,RM,24,2009,22/03/2007,1995,9,28.9,26.2,37.608,25.25,2.48,19.476,19.763,0.883,0,30,0,3,0.012517376,3,-19.985941,149.630606,2/05/2005,29.48,21.33,0,9.61
CB,O,21558S,19209S,200474,16057S201718,-20.796275,146.787175,RM,28,2017,4/01/2004,2017,11,30.7,29.2,15.381,2.55,0,19.928,4.795,0.529,2,85,0,0,0.065823404,1,-17.019269,149.494041,7/01/2004,38.13,16.59,1.66,3.28
CL,O,JENKINS REEF,11162S,201159,23079S201920,-21.643094,151.554746,RM,20,2018,21/10/1992,2020,9,30.1,28.5,15.491,2.52,0,24.737,3.086,1.568,2,53,0.003,26,0.598892954,1,-16.548874,151.700517,23/02/2010,53.84,8.32,2.47,0.65
WH,O,REBE REEF,20067A,200362,20014S199900,-21.395181,149.968954,RM,4,2017,24/10/2002,2009,9,28.6,26.1,8.166,0.15,0,34.247,7.759,1.189,0,54,0.186,1,0.011907495,3,-19.963074,148.983017,17/02/1995,28.74,30.99,30.68,9.73
CL,I,DAVIE REEF,17034S,200703,11016S201920,-18.272814,146.750156,RMRAP,27,2017,28/11/2004,2017,5,31.4,29.5,8.506,2.52,0,2.545,2.664,1.44,1,49,0.016,5,0.438371833,2,-14.40815,145.166823,5/12/2020,85.1,12,10.19,3.74
WH,O,FORK REEF,19207S,201947,16015S202021,-21.230586,152.294573,RAP,18,2008,15/01/2007,1998,1,25.7,26,15.593,2.56,2.47,26.28,14.657,1.197,3,93,0,0,0.014487742,1,-22.827779,152.18478,11/11/2006,13.39,41.2,0,3.68
TO,I,FITZROY ISLAND REEF,14116S,201265,16015S200809,-14.434336,145.865786,RM,4,2019,29/04/1999,2013,5,30.9,28.8,4.214,0.52,0,3.012,3.044,1.016,3,57,0.056,0,0,2,-16.701765,149.444465,13/12/1993,53.36,14.72,1.03,19.26
SW,O,LIZARD ISLAND,14143S,202021,11016S201920,-18.279624,145.468894,RMRAP,28,2008,7/10/1995,2010,9,32.4,29.3,8.295,2.53,0,2.5,5.711,1.793,1,75,0.006,23,0.776088153,1,-16.260762,145.351115,26/11/2019,41.92,34.07,11.97,5.56
TO,O,LINNET REEF,22102S,201527,17016S200910,-21.234857,147.136055,RAP,22,2011,24/03/2014,2014,9,29.6,29,8.277,2.5,0,28.271,2.7,1.384,3,54,0,24,0.276990056,2,-23.856818,147.632414,27/01/2019,80.34,15.03,7.54,0.37
SW,O,MACGILLIVRAY REEF,14114S,201209,16049S199495,-11.025,152.251495,RM,29,2012,24/09/2018,2010,9,29,27.6,15.897,2.49,2.47,39.981,12.988,1.549,1,66,0.004,0,0.538473641,1,-16.656984,145.069663,4/11/1996,42.41,29.15,0,1.84
TO,M,DAVIES REEF,18086S,200862,16015S201617,-20.559482,146.022219,RMRAP,26,2014,26/11/2013,1998,8,28.9,25.7,25.678,2.62,0,4.273,2.135,1.506,2,41,0,12,0.041765969,1,-22.072173,150.345322,28/11/2007,33.73,21.5,0.17,15.16
TO,O,JOHN BREWER REEF,17014S,201367,11049S202021,-16.02297,148.323605,RMRAP,27,2002,16/09/2013,2000,6,27.4,27.1,25.371,2.56,2.45,13.466,3.167,1.114,3,27,0,1,0.026937717,2,-16.312225,145.719786,26/09/2001,55.4,35.42,2.3,11.97
TO,I,DAVIES REEF,21305S,201998,14138S199899,-18.246259,146.868243,RAP,22,2017,24/11/1999,2004,11,28,29.2,3.35,2.47,2.52,2.5,3.16,1.151,3,96,0,33,0.63618436,1,-18.742592,146.837895,5/12/2020,80.31,12.49,0.6,9.21
SW,O,CHINAMAN REEF(22102),21305S,201539,21556S202021,-21.423573,151.839062,RAP,25,2016,15/09/2000,2011,8,23,27,49.233,2.59,2.43,14.392,2.813,0.6,3,29,0.064,184,0.826096112,1,-22.272252,152.14208,10/11/2006,16.23,47.72,0,2.56
CB,O,MACKAY REEF,14137S,201101,23045A200910,-21.52282,151.997911,RM,13,2017,11/09/2002,2003,1,22,27.6,8.303,2.53,2.47,35.501,2.536,1.232,3,50,0,22,0.346594531,1,-23.546868,152.668567,11/11/2006,65.16,23.22,0.78,4.86
SW,O,21245S,17024S,201042,16019S200506,-23.185586,151.953287,RAP,26,2018,31/10/2003,2018,1,29.1,30.8,64.461,2.5,2.5,18.738,4.299,1.017,1,60,0,75,0.521593015,1,-23.861288,151.953999,3/09/2000,28.18,3.94,0,2.69
CL,I,CHINAMAN REEF(22102),21529S,199974,16015S199900,-16.012344,145.10184,RM,4,2016,23/11/1999,2001,4,31.4,28.7,15.063,2.54,2.49,24.966,2.452,1.123,3,62,0.048,0,2.030316311,2,-16.282172,145.504071,4/01/2007,48.87,13.35,5.72,6.76
TO,M,CENTIPEDE REEF,18086S,201718,12061S201819,-18.336676,145.153019,RAP,28,2015,21/04/1998,2012,11,30.1,28.8,8.229,2.47,2.43,12.107,2.933,2.401,0,46,0,31,0.228817038,1,-18.517384,146.835507,10/05/2011,48.05,12.28,4.6,2.24
CA,O,21139S,21305S,199777,20014S199899,-19.65948,145.304368,RM,3,1997,13/01/2004,1996,12,28.4,25.7,25.687,25.67,2.47,10.79,20.769,0.294,5,37,0,0,0,1,-21.530422,145.524575,17/04/1997,23.12,0.1,0,14.74
TO,M,RIB REEF,18076S,200840,14138S200203,-18.311733,146.647266,RAP,25,2017,12/11/1994,2018,4,28.7,28.6,2.938,2.65,0,3.265,2.879,0.582,1,25,0,25,0.172079472,3,-18.848348,146.85455,13/02/2002,66.77,0.52,0.86,4.53
CA,O,20348S,18065S,201326,12061S202021,-20.667495,145.759042,RM,18,2020,26/11/2019,2007,2,29.9,30.1,15.042,2.47,0,17.76,3.977,1.356,0,57,0,2,0.004796905,1,-14.897124,145.407554,25/01/1999,77.12,17.91,6.68,6.24
TO,M,MYRMIDON REEF,14143S,201141,16028S199697,-16.461431,146.833891,RAP,6,1997,28/11/2004,1992,5,29.8,28.8,25.127,2.47,2.44,13.72,2.891,1.37,3,79,0,0,0.330763033,1,-16.569511,147.051097,17/04/2012,35.69,17.94,0.99,6.05
SW,M,FAIRFAX ISLANDS REEF,11029S,202021,23045A200910,-21.423675,152.195168,RAP,29,2021,28/11/2011,2015,8,29.4,27.4,25.789,2.49,2.41,33.038,2.964,1.783,1,34,0,66,0.77193518,1,-21.607433,152.094312,13/11/1994,45.4,2.22,3.23,1.75
CA,O,20353S,18077S,201008,17064S201718,-15.495384,147.428925,RM,24,2002,24/11/2011,2007,12,30.7,28.5,3.399,2.41,2.52,6.093,5.281,0.66,0,43,0.013,0,0.109121182,1,-18.541357,146.264302,19/04/2018,58.55,1.6,0.25,5.67
SW,O,PENRITH REEF,23082S,201262,23080S201718,-21.840439,152.658333,RAP,21,2015,30/05/1997,2013,11,26.2,27.2,19.712,2.41,2.45,6.747,2.427,1.296,2,58,1.872,8,0.63070067,1,-21.70613,152.149836,7/03/2006,54.48,19.15,0.49,2.19
SW,O,ONE TREE REEF,19207S,201822,16019S199899,-23.13337,152.023112,RAP,22,2014,6/08/2001,2012,8,27.1,27.2,7.489,2.62,2.45,24.229,3.732,0.968,3,59,0,62,0.691932819,2,-23.890883,152.273835,28/11/1997,78.98,8.71,0.37,3.18
SW,O,NORTH DIRECTION REEF,18039S,201998,18031S201516,-18.385619,147.160073,RAP,27,2013,11/03/2006,2016,4,21.5,28.6,3.634,2.52,0,9.819,2.478,0.27,1,57,0,32,0.696115513,3,-18.804179,147.362315,24/10/2002,61.78,10.3,0,2.38
TO,M,ST CRISPIN REEF,18042S,199897,11016S201920,-18.203144,145.649088,RM,24,1997,21/04/1998,2009,11,30.6,29.1,8.089,15.98,2.45,4.662,4.608,2.696,2,70,0.018,0,0.102458709,3,-18.692306,146.031791,12/05/2008,67.23,11.4,21.63,3.36
TO,M,LITTLE KELSO REEF,16019S,200752,16015S202021,-18.710322,149.079735,RAP,28,2010,16/09/2013,2004,9,30.3,25.2,3.099,2.54,0,25.43,4.767,1.172,0,41,0,1,0.600005473,1,-22.445422,146.997497,7/01/2004,72.74,27.72,6.32,3.2
SW,O,EAST CAY REEF,15099C,201423,23079S201920,-21.902405,151.798575,RAP,28,2006,5/01/2010,2011,1,29.6,26.8,3.663,2.42,0,14.317,2.346,0.066,0,71,0,54,0.224228055,3,-23.664994,151.54133,9/09/2002,21.18,20.88,0,5.57
CL,O,KNIFE REEF,23051S,201120,14137S201213,-21.196149,151.804483,RMRAP,27,2019,15/12/2015,2016,9,23,30.5,45.358,2.48,2.45,13.768,5.213,1.268,1,27,0,25,0.703901442,2,-22.494853,151.783861,10/11/2006,17.62,32.18,16.8,3.52
CA,M,FARQUHARSON REEF (NO 1),20014S,200275,18086S200910,-14.601329,148.439221,RM,9,1995,24/10/2002,2000,3,29.3,25.7,25.556,2.51,2.49,17.452,8.33,2.426,3,20,0.005,0,0,1,-20.02828,150.20033,6/01/2013,33.01,15.79,0,5.27
TO,M,THETFORD REEF,18096S,201827,14138S199697,-11.025,143.25,RAP,25,2019,28/11/2004,2010,9,32.6,27.4,3.057,2.43,2.46,2.5,3.128,0.208,0,29,0,11,0.02950141,3,-18.529198,147.176009,26/11/2019,47.78,11.15,5.03,3.65
CB,M,LADY MUSGRAVE REEF,21556S,201890,23051S200405,-18.271,143.25,RM,24,2017,4/05/2006,2018,11,25.9,28.7,25.899,2.65,2.46,7.437,3.437,1.277,2,42,0.006,7,0.084432434,1,-17.577874,151.916525,8/01/2004,83.96,24.64,1.22,3.47
SW,M,PENRITH REEF,22102S,199589,21062S200708,-23.604017,152.455226,RAP,7,2006,5/12/1999,2014,10,23.7,28.3,34.853,2.55,0,6.944,13.502,0.614,0,52,2.028,42,0.393765505,2,-21.872461,152.164313,8/02/1994,56.75,24.2,0.08,5.21
CL,O,REBE REEF,18065S,199884,20014S199495,-22.716878,148.925967,RM,4,2002,3/04/1994,2001,3,28.5,26.8,36.667,0.14,2.43,27.518,0.709,1.136,3,34,0,2,0.042999452,3,-20.170932,150.086017,2/05/2005,24.61,14.8,34.27,2.78
CL,I,AGINCOURT REEFS (NO 1),22102S,202021,16049S199293,-16.15931,146.0953,RM,26,2021,11/01/2016,2003,4,29.8,28.5,8.172,0.06,0,5.456,3.157,0.102,3,71,0,0,0.006522233,1,-16.649642,146.389785,4/01/2007,54.98,18.41,14.03,34.47
TO,O,FORE AND AFT REEF,23081S,201696,21305S201112,-21.316863,152.658333,RAP,14,2015,1/05/2014,2019,5,28.8,27.1,60.785,2.43,0,2.5,3.42,1.698,2,18,0,58,0.446095341,3,-21.944837,147.349671,8/01/2004,42.05,6.63,3.27,2.64
CA,O,WRECK ISLAND REEF,16057S,201350,16028S199697,-15.978331,152.43675,RAP,20,2012,18/01/2007,2001,9,31.2,26.7,3.245,2.54,2.45,9.537,5.101,1.549,1,17,0,4,0.518364609,1,-16.165191,152.599926,27/02/2019,59.52,19.54,0.09,7.36
PO,M,LINNET REEF,21588S,202021,11016S201920,-18.275014,147.127333,RMRAP,21,2015,30/08/2012,1999,8,24.9,29.1,4.891,7.48,0,3.186,8.921,0.237,2,35,0,11,0.157413187,1,-18.88098,146.066178,13/02/2002,49.12,9.58,0,21.87
CA,I,ERSKINE REEF,16060S,200812,16049S200405,-15.707327,145.121321,RM,5,2000,3/09/2000,1998,2,30,29.1,25.392,2.39,0,6.366,0.531,0.152,3,37,0,1,0.03095876,1,-14.716715,145.620073,12/05/2008,50.81,23.51,38.69,46.79
CB,O,MOORE REEF,23048S,200813,23080S201718,-21.32818,151.885667,RAP,28,2003,5/09/2012,2018,8,29.2,27.1,37.24,2.35,2.46,30.283,6.077,2.027,2,66,0.036,55,0.20547812,2,-21.97016,143.434527,20/01/2020,70.19,10.95,0.45,27.31
CA,O,21060S,19209S,199622,20014S200001,-19.405891,149.344015,RM,4,2002,24/10/2002,2005,3,25.4,25.7,36.287,0,2.52,12.465,2.658,1.553,3,24,0,1,0.027452719,1,-15.377795,149.916763,24/04/2019,24.36,27.57,0,20.73
CA,O,DAVIE REEF,21305S,200927,21591S200910,-14.120671,149.45213,RAP,19,2003,16/10/1994,1994,6,29.4,29.1,25.029,2.51,4.48,9.925,6.125,1.164,1,33,0.006,1,0.001667248,3,-21.49967,146.236697,22/02/1995,36.81,25.5,9.06,15.5
TO,O,21139S,18083S,201878,21529S201415,-21.349617,151.720562,RM,23,2008,23/11/1999,2019,4,31.4,31.3,24.813,2.53,0,24.726,3.021,0.606,1,36,0,12,0.252627514,1,-18.723034,152.019285,15/02/2020,65.22,20.31,0,10.48
CL,I,HASTINGS REEF,18065S,201055,16060S200405,-18.365908,147.089397,RM,16,2013,12/03/2003,2006,4,29.7,27.2,3.704,2.63,2.45,10.239,3.201,0.077,0,26,0,1,0.344601255,3,-16.317985,151.916426,9/02/2009,80.73,28.82,0.82,6.3
SW,I,19138S,18039S,199476,20014S200001,-19.41424,150.127198,RM,12,2003,10/12/2020,2003,2,26.2,26.5,15.584,0.07,0,13.772,11.317,1.239,2,38,0,2,0.031983141,1,-16.827581,145.696754,22/02/1995,26.08,22.59,0.52,19.04
CA,I,MCSWEENEY REEF,19209S,199733,18039S199798,-15.662274,149.142709,RM,5,2012,11/11/2006,1997,4,27.5,28.5,7.655,0.08,2.45,17.615,23.527,0.429,2,60,0.044,1,0,1,-20.196354,149.832405,7/02/1996,34.07,64.85,18.1,20.33
CA,M,20104S,14138S,201466,17014S201112,-11.025,145.962153,RMRAP,27,2007,28/11/2004,2007,9,28,29.9,25.572,2.53,2.5,10.758,5.479,1.269,1,123,0,12,0.754795225,1,-21.590462,145.340673,28/05/1995,57.66,18.71,3.37,11.11
CA,M,SMALL LAGOON REEF,20014S,201939,14138S199899,-18.373561,145.493053,RM,18,2004,28/11/2004,2019,4,29.2,29.6,3.534,2.45,0,4.628,8.643,0.455,18,29,0,11,0.536965108,2,-16.91353,146.74329,12/05/2008,53.39,0.1,0.23,5.02
